age,gender,height_cm,weight_kg,activity_level,goal,calories_required
44,1,151,77.9,2,1,1902
45,0,155,85.0,1,2,2093
44,0,158,85.0,3,2,2517
58,1,184,99.3,3,2,2953
20,1,167,78.1,3,2,2824
19,1,155,62.5,3,2,2598
34,1,166,88.3,1,2,2450
50,1,156,58.2,2,2,2207
51,1,173,63.7,3,1,2063
22,1,164,71.4,2,2,2529
24,1,151,71.2,2,2,2435
35,1,181,81.6,1,1,1972
22,0,157,83.7,1,1,1708
21,1,172,80.6,3,2,2876
59,1,157,70.2,3,2,2488
59,1,181,78.4,2,2,2520
51,0,155,77.7,1,1,1490
27,0,160,77.5,2,1,1840
30,1,151,66.9,3,2,2562
45,0,175,65.9,1,1,1527
28,1,170,90.9,2,2,2731
44,1,174,65.7,2,2,2424
59,0,167,74.3,3,1,1891
26,0,153,62.3,1,1,1449
52,1,181,96.4,2,1,2235
36,0,180,87.9,3,2,2724
18,1,169,59.7,2,1,1963
39,0,187,80.0,3,1,2173
35,1,179,65.6,2,2,2499
54,0,174,85.8,3,2,2575
48,0,159,68.6,1,2,1939
59,1,158,64.2,3,2,2434
42,0,168,89.7,1,2,2237
58,0,175,88.0,1,1,1683
42,1,172,91.7,1,1,1982
55,0,187,89.2,2,2,2485
39,1,187,93.9,1,2,2612
56,1,158,57.1,2,2,2178
41,1,186,98.0,1,2,2637
25,1,189,69.4,1,1,1950
40,1,171,93.5,1,1,2003
39,1,150,52.7,2,1,1669
36,0,172,65.9,3,2,2454
55,0,184,96.0,3,1,2235
20,0,166,74.9,3,2,2586
22,0,164,65.5,2,1,1770
49,0,160,78.4,1,2,2039
34,0,167,90.9,1,2,2282
29,1,161,62.9,1,1,1690
36,1,189,102.5,2,2,2926
35,1,171,73.5,2,2,2528
53,1,175,95.8,1,2,2486
40,1,158,85.5,3,1,2242
20,0,187,81.5,3,2,2783
19,0,175,93.9,2,1,2137
25,0,154,74.1,1,2,2078
31,1,180,94.4,1,2,2614
25,0,164,57.8,1,2,1978
42,1,182,84.0,3,2,2867
59,1,169,72.1,2,1,1882
50,1,159,70.9,1,1,1652
54,0,175,82.8,2,1,1851
38,1,169,79.6,1,2,2362
42,1,185,74.2,2,1,2088
54,0,189,73.2,1,1,1643
55,0,152,81.2,1,1,1487
39,1,152,57.0,1,1,1525
53,1,178,72.6,1,2,2273
26,1,152,63.6,3,2,2556
18,1,187,99.1,2,1,2469
28,1,162,75.6,3,2,2728
28,1,185,74.8,3,1,2364
47,1,166,82.9,3,1,2231
53,0,169,73.6,3,2,2427
47,1,163,68.9,2,2,2372
40,0,190,96.0,2,1,2147
46,0,176,70.7,2,2,2277
36,0,169,84.6,3,1,2122
37,0,153,61.6,1,2,1887
34,0,182,66.0,2,1,1827
33,1,180,93.1,3,2,2991
49,0,185,89.3,3,2,2704
23,1,159,60.8,2,2,2386
27,1,162,88.5,3,1,2362
30,1,176,74.1,1,2,2391
48,0,173,81.3,3,2,2554
22,0,150,53.1,1,1,1358
47,1,166,85.7,1,1,1859
56,1,169,59.2,1,1,1568
52,0,190,96.6,3,2,2793
28,0,177,81.1,2,2,2477
52,1,172,65.7,2,2,2372
46,1,172,86.1,2,1,2106
37,0,185,79.5,3,1,2166
33,0,167,73.6,2,1,1814
38,0,175,77.9,1,1,1682
60,1,158,68.9,1,1,1576
26,0,164,73.7,3,2,2532
18,0,152,63.0,3,2,2390
38,0,173,90.5,2,1,1996
27,1,156,72.1,2,1,1961
19,1,163,88.8,3,1,2411
25,0,182,77.5,1,1,1787
34,0,168,68.1,1,2,2061
58,0,181,94.6,2,1,1987
21,1,174,80.7,1,1,1989
56,1,158,71.0,2,1,1817
50,0,182,68.3,2,2,2270
34,0,188,72.9,3,2,2634
38,0,155,84.7,3,2,2525
39,1,182,83.8,2,1,2180
41,0,189,71.1,3,2,2587
18,0,170,75.0,3,2,2622
21,1,170,88.7,3,1,2444
36,0,170,66.5,2,1,1747
53,1,166,59.7,1,2,2069
26,0,156,73.5,2,1,1780
26,1,165,72.6,3,2,2727
26,0,170,69.3,2,2,2325
48,1,187,84.6,1,2,2474
55,0,165,81.2,2,1,1768
32,0,157,58.3,2,1,1604
28,0,172,84.7,2,1,1982
24,1,181,93.3,3,1,2544
40,0,189,79.2,2,2,2473
19,1,179,83.3,3,1,2456
36,1,150,66.8,1,2,2125
38,0,185,85.1,1,1,1817
56,1,164,82.9,1,2,2274
38,0,173,62.8,1,2,2019
26,0,180,78.3,1,2,2278
42,0,168,82.3,3,1,2063
59,1,164,79.7,1,1,1727
29,0,152,76.5,3,2,2470
24,1,186,68.6,3,2,2828
26,1,184,89.6,3,1,2516
44,1,154,73.6,1,1,1678
37,1,160,68.9,3,2,2604
28,1,153,80.7,1,2,2323
38,1,169,83.9,1,2,2405
42,1,150,69.4,1,2,2121
44,1,161,74.8,3,1,2134
25,1,157,77.9,2,2,2535
18,0,171,66.9,3,1,2047
57,0,164,83.0,2,1,1770
40,1,183,88.5,3,1,2428
42,1,189,80.1,2,2,2672
43,0,184,71.2,3,1,2047
48,0,182,94.1,3,2,2738
26,1,171,82.9,2,1,2167
34,0,164,84.2,2,1,1897
24,0,185,65.4,2,1,1890
51,1,181,94.7,3,1,2423
29,1,167,82.5,3,1,2323
53,0,166,76.3,3,1,1935
39,0,181,75.2,1,1,1688
36,1,181,94.3,3,2,2994
56,0,174,67.7,1,1,1484
53,0,190,78.8,3,2,2610
51,1,174,64.9,2,2,2381
58,1,156,63.1,3,2,2416
55,0,162,87.1,3,1,2008
54,0,167,86.0,2,2,2333
32,1,177,89.1,3,1,2437
47,1,174,90.0,2,1,2152
51,1,181,83.7,3,2,2813
21,1,154,74.6,1,2,2303
41,1,150,55.5,3,1,1887
58,0,175,77.4,1,1,1577
47,1,163,86.6,1,2,2349
33,1,173,70.1,1,2,2317
19,1,165,79.4,3,2,2830
46,1,171,92.5,2,1,2163
48,1,176,92.3,1,1,1983
57,1,188,95.4,3,2,2944
43,1,151,81.5,2,1,1943
26,0,158,85.1,3,1,2108
51,1,182,83.4,2,2,2616
24,1,184,94.5,1,2,2675
50,0,166,62.9,2,2,2116
28,0,171,62.9,1,1,1557
39,0,176,85.1,1,1,1756
40,1,182,69.7,1,1,1834
36,1,189,78.9,1,2,2490
51,1,182,87.0,1,1,1952
46,1,188,93.8,1,1,2083
30,1,154,54.1,2,2,2253
55,0,182,98.5,2,1,2047
51,0,179,96.7,1,1,1830
50,1,188,74.7,2,1,2072
50,1,157,74.7,2,2,2378
44,1,177,69.2,3,1,2178
29,1,152,54.3,3,2,2448
30,1,176,72.5,1,2,2375
56,0,153,70.8,3,2,2284
53,1,171,72.3,3,1,2126
33,1,178,69.0,3,2,2737
21,0,178,77.0,3,2,2677
33,0,173,66.8,3,2,2484
18,1,156,66.3,3,2,2648
25,0,155,54.7,2,2,2090
36,0,158,73.6,3,2,2443
39,0,172,80.8,1,1,1688
23,0,180,94.4,2,1,2154
19,1,179,91.9,2,2,2842
36,0,179,86.7,2,1,2005
37,1,186,82.0,3,2,2897
35,0,161,70.2,3,2,2433
37,1,170,80.5,2,2,2582
59,1,170,86.0,1,2,2327
40,0,186,77.8,1,1,1740
49,0,189,83.5,1,1,1771
49,0,179,90.7,2,2,2480
29,1,187,67.4,3,1,2297
29,0,184,69.8,1,2,2203
44,0,175,95.2,2,2,2525
33,1,168,58.9,2,2,2374
60,1,172,63.4,1,1,1609
57,1,163,62.9,3,1,1962
34,1,158,79.2,3,2,2709
32,0,172,73.6,3,1,2051
54,1,176,91.5,3,1,2345
33,1,159,75.7,2,1,1985
45,1,180,93.2,3,1,2432
23,0,189,92.1,2,1,2187
60,0,183,87.0,1,2,2213
43,1,188,86.9,3,2,2929
34,1,183,74.9,2,1,2122
38,0,151,56.0,2,2,2013
53,0,173,60.6,3,1,1822
41,0,188,98.9,3,1,2359
35,1,171,63.1,2,2,2424
55,0,154,56.7,1,2,1754
48,0,163,82.0,2,1,1798
29,0,180,65.6,3,1,2036
59,0,163,62.6,3,2,2249
18,0,187,96.6,2,2,2744
43,1,150,75.1,1,2,2173
24,1,152,67.8,3,2,2608
56,1,181,74.2,2,2,2493
41,1,169,69.8,3,2,2649
44,1,159,78.7,1,1,1760
57,0,175,87.9,3,1,2087
50,1,164,80.9,1,1,1784
42,1,160,61.8,2,1,1808
48,1,162,80.4,2,1,1976
30,1,179,97.9,3,2,3047
60,1,169,74.3,2,1,1899
41,1,162,61.4,3,2,2521
30,1,177,89.7,1,1,2053
18,0,153,64.5,3,2,2411
48,1,189,83.7,3,1,2378
41,0,183,86.5,1,1,1803
27,0,159,59.9,1,2,1957
31,1,153,72.0,3,2,2621
34,0,166,68.7,1,2,2054
34,0,173,78.8,1,1,1699
48,0,175,80.4,1,2,2157
30,0,171,73.4,3,2,2552
26,1,178,68.5,3,1,2267
21,1,168,71.8,1,2,2363
49,0,164,87.6,1,1,1656
48,1,164,67.4,1,1,1659
19,0,164,76.6,1,2,2196
58,0,177,71.0,1,2,2026
34,0,179,63.9,3,1,1987
45,0,166,74.1,3,1,1953
33,1,178,91.3,3,1,2460
51,1,180,64.8,1,1,1718
49,0,178,80.3,3,1,2070
44,0,184,68.8,2,1,1818
18,0,151,63.0,1,1,1483
58,0,186,68.3,3,1,1955
27,0,150,63.1,2,1,1633
47,1,171,73.3,2,1,1966
47,0,182,83.5,2,2,2437
29,1,150,64.4,3,1,2036
49,0,190,86.0,3,1,2202
19,0,172,84.1,1,1,1821
50,0,169,76.0,1,2,2066
56,1,188,99.2,1,1,2087
32,1,179,98.2,1,1,2140
30,0,151,81.9,3,2,2512
53,1,153,67.2,3,2,2463
35,1,155,66.0,3,1,2053
44,0,178,72.1,2,1,1813
53,0,151,63.9,1,1,1317
58,0,186,65.5,2,2,2227
53,1,158,81.4,3,1,2136
45,0,172,84.7,3,1,2097
60,1,151,77.4,2,1,1817
23,1,186,86.5,1,2,2612
46,1,175,86.7,2,2,2630
20,1,169,63.4,3,2,2690
53,0,160,76.0,2,2,2195
25,1,160,72.9,3,1,2204
44,1,152,66.3,3,1,1993
57,1,168,67.5,3,2,2540
48,1,168,86.3,3,2,2773
30,0,166,87.2,2,1,1959
25,1,170,59.6,3,1,2133
31,0,158,56.9,3,1,1801
36,0,160,64.9,3,1,1869
19,0,155,77.2,2,2,2345
32,0,164,67.4,3,2,2439
46,1,166,84.9,3,2,2756
42,0,188,98.9,2,1,2154
50,1,169,78.4,2,1,1990
36,1,152,71.1,2,2,2381
33,1,190,84.3,3,1,2465
38,1,186,68.2,1,1,1854
53,0,187,95.0,3,1,2253
43,1,158,64.7,3,1,2019
18,0,164,73.5,2,2,2370
24,0,183,64.2,2,1,1865
50,0,168,73.0,2,2,2230
18,1,155,70.3,2,1,1981
18,1,174,74.9,2,1,2146
48,1,158,62.0,2,1,1767
36,1,177,63.4,2,2,2460
56,1,162,82.4,1,2,2256
22,1,164,69.4,3,2,2709
58,1,183,93.9,1,2,2492
38,0,168,65.7,1,1,1517
34,1,188,77.7,1,1,1982
31,1,190,93.9,2,2,2871
24,0,172,87.0,3,2,2725
32,1,150,67.4,3,1,2051
31,1,186,72.2,1,2,2429
44,0,164,79.0,3,2,2495
36,0,155,66.1,3,1,1849
38,1,159,79.7,1,1,1800
25,1,166,84.7,3,1,2359
32,0,164,66.1,2,1,1726
19,0,159,71.1,2,2,2309
23,0,167,64.2,2,2,2270
56,1,162,66.6,3,2,2498
52,1,183,81.4,3,1,2297
52,1,180,64.2,1,1,1707
33,1,176,82.3,2,1,2158
25,1,150,58.0,1,2,2092
42,0,151,55.1,1,1,1284
29,0,175,88.4,3,2,2732
60,1,151,73.4,3,2,2477
33,1,159,64.9,1,2,2177
27,1,156,78.7,1,1,1827
20,1,153,66.0,3,1,2116
22,1,174,90.0,1,1,2077
20,1,181,79.0,2,1,2221
34,1,182,95.7,2,1,2324
27,0,183,72.7,2,2,2435
57,0,173,74.7,3,1,1943
40,0,170,72.0,3,1,1982
50,1,167,73.8,1,1,1731
53,0,172,80.7,2,1,1817
46,0,178,90.0,1,1,1782
49,1,178,88.6,2,1,2153
41,1,170,64.9,1,1,1706
44,1,173,77.1,1,1,1832
38,0,180,74.1,3,2,2576
49,1,158,73.9,1,1,1681
60,0,165,67.6,2,2,2107
26,1,183,95.4,2,2,2867
31,1,181,67.6,2,1,2052
45,0,158,66.8,2,2,2130
29,1,169,78.5,3,1,2296
25,1,183,66.4,3,1,2282
19,1,180,68.8,1,1,1918
22,0,185,65.4,3,1,2100
52,0,158,80.4,1,2,2031
55,1,180,95.4,3,2,2904
26,1,183,96.9,3,1,2582
34,1,180,72.7,1,1,1882
39,1,184,93.4,2,1,2289
30,1,164,84.9,2,1,2124
26,0,158,85.6,3,1,2113
55,0,170,81.3,1,2,2100
41,1,150,64.7,1,1,1579
31,0,158,69.2,3,1,1924
40,1,189,68.2,2,2,2563
55,1,174,64.2,1,2,2154
31,0,171,83.6,1,1,1749
48,0,188,103.3,2,1,2168
32,0,154,74.1,2,1,1743
21,1,185,92.0,2,1,2371
25,0,186,73.1,1,1,1768
58,1,181,97.6,2,1,2217
37,1,158,83.9,1,1,1841
41,0,171,82.6,3,1,2089
23,1,181,94.5,2,2,2861
43,1,184,77.4,3,2,2809
40,0,156,61.6,3,2,2291
35,0,162,67.6,2,2,2213
31,0,158,75.0,1,1,1582
58,1,165,82.7,2,1,1968
31,0,150,56.0,2,1,1542
50,1,170,86.9,3,1,2281
47,1,152,82.1,3,2,2636
49,1,181,83.8,2,1,2124
60,0,157,62.8,2,2,2009
44,1,182,91.2,2,1,2229
30,0,160,72.3,1,2,2073
23,0,159,64.9,2,1,1727
30,1,162,61.3,1,1,1675
44,0,188,93.1,3,1,2286
36,0,186,93.7,2,2,2619
46,1,153,70.4,1,1,1630
57,0,170,91.8,2,1,1895
22,1,167,88.7,3,2,2920
28,0,161,60.5,3,2,2371
42,0,177,85.8,3,1,2154
59,0,157,68.2,2,1,1568
26,1,180,73.7,3,1,2332
33,0,189,99.0,1,1,2006
48,1,188,76.4,1,1,1899
47,1,167,64.5,2,2,2353
38,0,152,79.2,1,2,2052
57,0,168,82.0,1,2,2085
40,0,163,86.5,2,1,1883
53,0,156,61.6,1,1,1326
21,1,168,85.6,2,2,2701
36,0,163,64.0,2,2,2178
35,1,166,86.5,1,2,2427
52,0,189,86.7,1,1,1788
57,0,166,88.1,1,1,1633
44,1,157,63.9,2,2,2300
47,1,168,65.5,2,1,1870
27,0,181,77.6,2,2,2472
25,1,168,78.6,1,2,2411
57,1,190,68.7,3,1,2189
25,0,189,85.6,3,1,2312
40,0,170,77.7,1,2,2139
26,0,179,94.6,3,1,2334
29,0,181,98.8,2,2,2674
51,0,158,73.0,3,1,1862
60,1,174,94.8,2,2,2635
53,0,182,72.4,3,2,2496
28,0,170,87.0,1,1,1792
46,1,190,74.8,1,1,1905
53,0,170,93.0,1,2,2227
50,0,171,68.9,2,2,2207
23,0,177,83.2,2,1,2023
40,0,175,73.4,2,2,2327
27,0,167,85.5,1,1,1763
60,0,171,87.2,2,1,1840
54,1,156,57.1,2,2,2176
24,0,150,65.6,2,1,1673
26,0,184,86.9,3,1,2289
42,0,163,82.9,3,1,2037
57,1,175,76.7,3,2,2675
44,1,165,77.4,1,2,2285
58,1,185,74.8,1,2,2314
40,0,182,80.1,2,1,1938
59,1,167,84.8,2,2,2496
19,0,157,56.0,2,1,1646
23,1,165,67.6,1,1,1792
18,0,182,69.8,2,1,1945
55,1,172,82.3,1,2,2323
36,0,158,78.9,3,1,1996
19,1,179,74.8,1,2,2471
58,0,163,65.5,2,2,2083
47,1,177,78.3,2,2,2554
56,1,168,88.0,1,1,1850
39,0,155,58.5,2,2,2058
55,1,181,70.3,1,1,1759
56,0,185,79.5,3,1,2071
56,0,188,96.0,3,2,2755
24,1,174,71.9,1,2,2386
58,0,151,74.3,1,2,1896
42,1,185,101.6,1,2,2662
58,1,179,76.5,3,1,2193
44,1,180,81.7,2,2,2622
35,1,161,66.5,1,1,1696
24,0,150,65.4,3,1,1871
34,1,155,61.3,2,2,2311
40,1,186,65.2,3,1,2214
56,0,188,70.4,1,2,2099
26,1,169,76.8,3,1,2294
29,1,187,73.5,1,1,1958
54,0,163,68.7,2,1,1635
20,0,177,82.1,1,2,2327
28,1,163,69.3,3,1,2171
51,0,153,62.7,3,2,2228
37,0,182,64.5,3,2,2497
36,0,162,74.8,3,2,2480
18,1,171,88.0,2,1,2258
60,1,186,80.0,2,2,2562
45,0,154,71.3,2,1,1650
54,0,170,83.4,2,2,2326
25,0,182,67.2,1,1,1684
29,0,176,96.5,3,2,2820
25,0,154,70.4,3,2,2441
52,1,174,83.6,3,1,2263
46,0,155,64.7,3,2,2285
48,0,179,65.7,1,1,1535
55,0,182,70.3,3,1,1965
36,1,181,69.8,1,1,1849
59,1,188,88.1,1,1,1961
38,0,168,71.3,2,1,1773
33,0,183,65.1,2,2,2329
37,0,162,59.4,1,2,1921
30,0,178,87.7,3,1,2239
23,1,157,55.7,2,1,1823
31,0,169,74.4,1,1,1645
19,0,176,96.1,2,2,2666
29,1,176,94.2,1,2,2597
51,1,185,101.5,3,1,2516
45,0,188,94.5,2,2,2595
44,1,187,65.9,2,2,2507
47,0,181,85.7,3,1,2153
26,1,161,69.9,1,2,2275
52,1,168,80.8,3,2,2698
21,1,169,70.4,2,2,2555
52,1,156,55.1,2,2,2166
31,0,176,93.1,3,2,2776
50,0,180,77.2,2,2,2347
20,0,156,82.9,1,2,2204
22,0,171,63.3,1,1,1591
52,0,169,77.3,3,2,2469
25,0,183,94.8,1,2,2466
58,1,155,74.8,1,2,2126
19,1,172,64.5,1,1,1825
58,1,160,88.0,1,1,1790
37,1,162,64.7,1,2,2174
49,1,172,88.0,1,1,1910
53,0,158,75.1,3,1,1873
21,0,154,56.6,1,2,1923
22,1,157,56.7,2,1,1838
43,1,164,62.7,1,2,2137
48,1,168,79.2,2,1,2002
49,1,150,74.2,3,1,2034
54,1,159,82.2,3,1,2145
48,0,159,75.1,1,1,1504
27,1,187,93.2,2,2,2865
47,0,154,84.0,2,1,1767
35,1,172,84.8,3,2,2848
37,0,174,86.0,3,1,2162
21,0,158,58.5,3,1,1867
51,1,178,79.1,2,1,2048
19,1,186,101.0,3,2,3177
34,0,180,74.1,2,2,2396
21,0,180,86.4,3,1,2284
22,0,171,83.0,3,2,2688
56,1,189,76.0,1,1,1861
52,0,158,62.9,1,2,1856
20,0,190,97.8,1,2,2565
29,1,150,78.1,3,1,2173
27,1,182,65.5,2,1,2057
57,0,158,72.9,2,1,1631
44,0,158,75.8,3,2,2425
42,0,187,70.3,2,1,1861
48,0,151,80.7,2,1,1710
52,0,170,62.9,2,1,1631
49,0,151,67.4,3,1,1772
19,0,175,62.3,2,2,2321
18,1,169,68.2,1,1,1848
48,0,168,85.4,3,2,2564
19,0,163,71.3,3,1,2036
31,1,171,74.3,3,2,2756
33,1,183,96.9,1,1,2147
18,0,189,99.3,1,1,2084
42,0,181,95.6,2,1,2077
51,1,172,82.4,2,2,2544
40,0,183,64.2,3,2,2485
48,1,180,95.6,2,2,2741
47,0,180,71.6,1,1,1606
43,1,188,71.5,1,1,1875
21,1,156,55.4,1,1,1624
57,1,154,84.0,2,2,2417
41,1,184,65.2,2,2,2497
39,0,155,71.3,2,2,2186
51,0,162,83.0,3,1,1987
24,1,159,73.1,1,2,2304
56,1,153,77.5,2,2,2351
35,0,175,62.4,2,2,2242
48,1,153,60.7,1,1,1523
54,1,151,73.5,2,2,2308
18,1,167,91.3,3,1,2466
38,1,166,60.3,1,1,1650
42,1,182,78.2,3,2,2809
39,1,183,77.1,2,2,2619
45,1,178,91.7,2,1,2204
19,1,165,60.4,3,2,2640
58,1,150,58.8,2,1,1635
27,1,183,67.3,2,1,2081
51,1,174,63.4,2,2,2366
57,0,153,73.9,3,2,2310
41,0,187,71.7,3,1,2080
40,0,166,83.4,1,1,1671
47,0,170,89.7,1,1,1724
23,1,179,84.0,3,2,2943
58,1,170,80.3,1,2,2275
18,0,183,92.3,1,2,2476
42,0,187,98.2,2,2,2640
49,0,188,82.3,3,1,2153
47,0,183,74.4,3,2,2552
34,1,190,71.7,3,2,2834
31,0,184,71.6,2,2,2411
52,0,163,82.0,2,2,2278
37,0,155,70.7,1,1,1490
31,1,170,67.0,2,2,2477
33,0,189,68.2,2,2,2398
45,0,174,63.4,2,1,1696
27,0,186,69.5,1,1,1722
38,0,156,82.2,3,2,2507
36,1,180,98.1,3,1,2526
49,0,180,82.2,3,2,2602
19,1,158,67.3,1,2,2265
47,0,179,66.3,1,1,1546
43,1,184,65.0,2,2,2485
39,1,181,87.2,1,1,2008
55,1,188,103.3,2,2,2833
38,1,156,78.9,3,1,2174
29,0,173,84.2,2,1,1978
18,0,173,90.5,3,1,2296
41,1,172,81.0,2,2,2580
37,1,177,71.7,2,2,2538
21,0,189,71.4,2,1,1990
34,1,153,58.6,2,1,1772
43,0,159,57.7,1,1,1355
34,0,186,94.8,1,1,1940
25,1,189,103.9,2,1,2495
24,0,163,82.1,1,1,1719
37,1,185,89.8,2,1,2269
34,1,159,70.7,1,2,2230
49,1,178,78.6,1,2,2353
50,1,152,81.9,1,1,1719
42,0,155,73.0,1,1,1488
18,0,154,73.2,3,2,2504
36,0,175,92.2,1,2,2335
51,1,182,90.0,1,2,2482
59,1,189,84.1,2,1,2127
27,0,187,96.4,2,2,2697
41,1,167,83.5,3,2,2773
25,1,166,70.3,3,1,2215
34,1,176,82.9,3,2,2859
33,1,162,75.7,2,2,2504
28,1,169,64.5,2,2,2461
51,0,151,67.1,2,1,1559
48,1,189,73.3,1,2,2374
22,0,184,77.3,1,1,1813
60,0,176,67.9,2,1,1679
24,1,173,63.6,1,1,1797
18,1,175,73.3,1,2,2436
36,0,153,62.5,2,1,1601
49,0,175,91.8,1,1,1766
42,1,185,97.8,3,2,3024
40,1,180,63.7,3,2,2662
29,0,158,72.5,2,2,2267
55,1,155,60.1,3,1,1894
52,0,190,94.8,2,2,2575
39,1,156,83.4,3,2,2714
59,1,177,95.4,3,1,2365
20,0,179,94.7,2,2,2665
33,0,152,76.9,2,1,1754
28,0,152,69.8,2,2,2208
47,1,160,87.0,1,2,2335
24,0,153,78.2,2,2,2318
27,1,174,86.5,2,2,2717
58,0,179,88.0,2,2,2408
59,0,156,81.7,1,2,1997
39,0,164,72.0,2,2,2250
19,0,150,71.0,2,1,1752
38,0,171,77.8,2,1,1856
29,0,185,88.5,2,1,2096
31,0,164,76.7,3,2,2537
43,1,186,75.2,3,2,2799
27,0,157,78.8,3,2,2534
37,1,170,67.8,3,1,2155
48,0,182,77.1,3,1,2068
35,1,157,70.0,2,1,1906
59,0,176,94.0,1,1,1745
35,1,155,77.6,1,2,2269
54,1,183,98.9,1,2,2562
42,0,178,77.5,1,2,2177
21,1,150,52.7,1,1,1559
50,1,159,82.8,2,1,1971
34,1,154,75.1,1,1,1743
44,1,155,62.6,2,2,2274
60,0,162,56.7,1,2,1779
38,1,175,96.1,1,2,2564
53,1,160,71.1,2,2,2346
50,1,187,89.7,2,1,2215
21,1,188,83.4,1,1,2104
45,1,161,69.0,3,1,2071
44,1,156,73.2,3,2,2587
43,0,181,86.6,1,2,2282
56,0,189,90.9,2,1,2010
56,1,154,66.1,2,1,1743
38,1,157,80.1,3,1,2192
50,1,156,85.6,1,2,2281
60,0,174,61.2,1,2,1899
19,1,157,84.8,2,2,2634
50,1,168,89.6,2,2,2596
50,1,178,85.1,2,2,2613
57,1,166,65.0,1,2,2102
46,1,187,68.3,1,1,1821
24,0,178,70.4,1,1,1696
29,0,150,54.8,2,1,1540
45,1,169,80.9,3,1,2240
37,1,153,79.2,2,2,2463
58,0,153,76.9,3,1,1835
48,1,169,68.4,1,1,1700
49,0,167,89.2,1,1,1690
58,0,160,58.3,2,1,1493
26,1,172,70.0,1,1,1845
30,1,159,73.0,1,2,2273
34,0,179,78.9,1,1,1737
26,1,157,74.6,3,2,2697
34,0,159,69.7,2,1,1720
24,0,189,92.1,3,2,2882
36,0,164,71.4,3,1,1959
41,0,183,64.3,1,2,2081
32,0,176,90.2,1,2,2342
41,0,175,81.0,1,2,2198
53,0,163,71.7,2,1,1670
43,1,171,93.9,1,2,2492
30,0,171,73.3,3,2,2551
32,1,190,68.8,2,2,2615
50,1,156,70.4,1,2,2129
31,0,166,76.6,1,1,1648
51,1,153,80.8,2,2,2409
22,0,151,78.2,2,1,1815
58,0,170,66.7,3,1,1839
36,1,158,86.4,2,2,2571
45,0,169,77.5,3,1,2006
20,1,180,87.4,1,1,2099
18,0,176,78.2,3,1,2192
39,0,155,76.3,2,1,1736
58,1,167,77.4,2,2,2427
24,0,177,94.4,3,2,2830
55,0,161,85.5,2,1,1786
59,1,156,74.8,2,2,2328
32,1,175,77.1,2,1,2104
46,0,188,99.5,2,1,2140
19,0,184,79.0,3,2,2745
35,1,165,63.5,2,1,1891
44,1,152,63.1,2,1,1761
52,1,156,72.8,1,2,2143
59,1,158,75.7,1,1,1649
55,0,159,81.6,2,1,1734
59,1,157,63.5,1,1,1521
48,1,187,84.7,2,2,2675
26,0,167,85.0,3,1,2163
52,1,174,83.7,3,2,2764
60,0,182,85.7,2,1,1894
35,0,155,58.4,2,2,2077
57,0,156,64.9,2,1,1539
23,1,167,61.3,3,1,2141
26,1,159,79.6,2,1,2059
49,0,164,78.6,1,2,2066
32,1,159,74.8,3,1,2181
26,1,185,67.7,3,2,2803
22,0,173,86.9,2,2,2540
40,1,180,68.5,2,2,2510
37,0,180,93.3,3,1,2273
50,0,190,80.7,2,1,1944
39,0,151,57.4,3,1,1722
39,0,190,73.8,1,1,1730
53,1,188,79.6,2,1,2106
26,1,153,74.7,1,2,2273
59,1,162,61.8,3,2,2435
23,1,181,90.6,3,1,2522
21,0,175,64.6,2,1,1834
26,0,189,103.1,1,1,2082
18,0,163,88.7,2,2,2515
48,1,157,61.2,1,1,1553
46,0,187,70.8,1,1,1646
24,0,181,63.8,1,2,2149
38,0,180,80.0,2,2,2435
51,1,187,69.4,2,2,2507
48,1,157,80.1,2,2,2442
20,0,165,64.4,3,2,2475
33,1,175,75.3,2,2,2581
26,0,176,67.7,3,1,2047
39,0,174,64.8,3,1,1940
33,1,158,63.0,2,2,2352
22,1,159,56.6,3,2,2549
53,0,151,54.6,1,1,1224
22,0,160,71.4,3,2,2504
39,1,166,65.2,2,1,1894
21,1,156,62.8,1,1,1698
33,0,156,60.2,2,2,2112
25,0,177,80.5,2,1,1986
27,0,161,82.6,2,2,2397
32,1,169,90.3,2,1,2199
32,1,165,65.9,2,2,2430
46,1,185,92.9,2,2,2755
21,0,189,85.3,2,1,2129
38,0,160,70.8,1,1,1518
46,0,179,85.6,3,2,2644
22,0,150,80.0,2,2,2327
30,0,178,72.2,1,2,2184
18,1,163,63.7,2,1,1965
54,1,159,73.6,1,2,2159
34,1,169,77.1,3,1,2257
33,1,166,88.0,1,1,1952
51,0,153,63.5,3,2,2236
38,0,175,75.5,2,2,2358
37,0,163,63.1,3,2,2364
24,0,157,82.8,1,2,2189
44,1,173,84.0,2,1,2101
33,0,188,73.0,1,2,2240
41,0,176,77.3,3,2,2568
31,1,179,96.8,1,1,2131
35,1,186,78.7,3,1,2374
39,1,188,68.1,1,2,2361
42,1,190,77.8,1,2,2455
30,1,171,87.9,2,1,2197
38,0,151,61.2,1,1,1365
30,1,180,97.3,2,2,2848
30,1,190,101.7,1,2,2754
22,1,187,78.5,2,1,2243
41,0,153,82.6,3,2,2477
46,0,186,70.9,2,1,1841
57,0,167,69.4,3,1,1852
48,1,186,97.1,2,1,2293
43,1,161,82.4,3,2,2715
59,0,156,58.3,3,2,2163
40,0,186,67.6,1,1,1638
40,0,186,96.1,2,1,2123
